Date,AAPL,MSFT,GOOGL,SPY,QQQ,VTI,TSLA,NVDA,JPM,BAC,VEA,VWO,JNJ,PFE,KO,PG,PORTFOLIO
2019-10-22 00:00:00-04:00,-0.0022867439660252398,-0.014881013630183904,-0.002475287257539982,-0.003266619823759642,-0.007962942502772408,-0.003015009561255444,0.00820521085401027,-0.002040514312894315,0.010036342047618607,0.00580292515656744,-0.0023819469972024,-0.0007195420417668297,0.0092173052843465,-0.0008227877767833514,-0.0070074558165842404,0.026032782098522445,
2019-10-23 00:00:00-04:00,0.013418702891951018,0.006379899498436314,0.01323711710536335,0.002909619667078367,0.0019283009304418286,0.0020383092742468634,-0.0035214826899614415,-0.002658229696645975,0.0026444833435710358,0.007051174506154334,0.0047746156852130905,0.0004799673150557293,0.005417936244076715,0.009332752354625606,0.014670381778707942,0.006711504603209573,
2019-10-24 00:00:00-04:00,0.0016449571412118225,0.019673242787793033,0.0011768914160532606,0.0016339087472423408,0.009728342519336852,0.0027553333886534137,0.1766923235319593,0.009072506446352824,-0.0007192027641675924,-0.0019094484809820678,0.0016631961256983185,0.001199670033447342,-0.018475760861268897,-0.010334331085262938,-0.0005490249748010267,0.01455302704464656,
2019-10-25 00:00:00-04:00,0.012316397438627336,0.005645287806969712,0.004121995848657578,0.004094994268874386,0.00798625075796644,0.003991011178963388,0.09493463935290936,0.03901246855592433,0.007997853222977191,0.01147938406042015,0.0007111515239168753,0.0045516050953386955,0.00666682403515928,0.010442244699258474,-0.01574792169067918,-0.012340849092494,
2019-10-28 00:00:00-04:00,0.010017115163093893,0.024585893827833383,0.019520568878622635,0.005636612991592571,0.009865130783790255,0.006060984835452032,-0.0012799748887760698,0.011000280349680702,0.003808838221841304,0.0037831970523845015,0.004503675398357165,0.007870353893575821,0.006466486389120396,0.013870046480169984,-0.0033489504454000674,0.0018660587954502095,
2019-10-29 00:00:00-04:00,-0.023128057279192538,-0.009432096229751163,-0.02197078643247974,-0.00029660496234629186,-0.0077442400457263805,-0.00019448089833939974,-0.03506152059118439,-0.018714597634621133,-0.0006323146516113987,0.007223659780273062,-0.0011797451595607633,-0.005679304113261785,-0.0004643565261821525,0.024946529900150116,-0.002986647821596855,0.0009716554766328045,
2019-10-30 00:00:00-04:00,-0.00012333227126926083,0.01246272563793216,3.168695627153717e-05,0.0030669644601228896,0.004845843999701671,0.0023970076373227567,-0.0038263988223681267,0.0003941679767807127,-0.005536859086185064,-0.0140318109062616,0.004015828183144832,0.0038078646496788604,0.028810199450381102,0.007066078792950181,0.00992312724444111,0.010841554230157868,
2019-10-31 00:00:00-04:00,0.022609711041911673,-0.008574951720471957,-0.0015070326361652508,-0.002663059601277218,0.0004571637560573105,-0.0034903727502554327,-0.0002857299073112385,-0.009753796857947306,-0.006442352022338005,-0.011069010231792964,-0.0023529358780740584,-0.007823598050448188,-0.006022309385386282,-0.0028585866841709384,0.009084149839142741,-0.003441648239241424,
2019-11-01 00:00:00-04:00,0.028380796102856376,0.002441619046357424,0.010684823431439172,0.00926402719519026,0.00908239931975574,0.010701985813404757,-0.005112447684490151,0.007810331768145051,0.023054794917394927,0.016949152542372836,0.008962200929012898,0.015531627312695084,-0.0063614120697486065,0.0005212204679714283,-0.00973725665708336,-0.005140023798958171,
2019-11-04 00:00:00-05:00,0.006567021763388636,0.005774880022236806,0.013645033022850583,0.004017485145201727,0.006185073087419113,0.003657967151525776,0.013277626893232641,0.03904455590352218,0.007981093269531447,0.018867979613456543,0.005376662523452147,0.007294311370610984,-0.007393362499887202,-0.009377425987704857,-0.01410003980797181,-0.038750309944379446,
2019-11-05 00:00:00-05:00,-0.001436951860636082,-0.0006226527344777022,0.0014190411470704767,-0.0011058997531782078,0.000549640641484217,-0.0008954284436017979,-0.0007874639488315571,-0.004228168450945091,0.0021736260693685505,0.0129630137526493,-0.0002325776555069936,0.00490502817994698,0.0014588029737372388,-0.014462057782043236,-0.013549227966641153,-0.001427635343466016,
